144,Alcocer de Planes,3
145,Alcoleja,3
146,Alcoy/Alcoi,3
147,Alfafara,3
148,Alfàs del Pi l',3
149,Algorfa,3
150,Algueña,3
151,Alicante/Alacant,3
152,Almoradí,3
153,Almudaina,3
154,Alqueria d'Asnar l',3
155,Altea,3
156,Aspe,3
157,Atzúbia l',3
158,Balones,3
159,Banyeres de Mariola,3
160,Benasau,3
161,Beneixama,3
162,Benejúzar,3
163,Benferri,3
164,Beniarbeig,3
165,Beniardá,3
166,Beniarrés,3
167,Benidoleig,3
168,Benidorm,3
169,Benifallim,3
170,Benifato,3
171,Benigembla,3
172,Benijófar,3
173,Benilloba,3
174,Benillup,3
175,Benimantell,3
176,Benimarfull,3
177,Benimassot,3
178,Benimeli,3
179,Benissa,3
180,Benitachell/Poble Nou de Benitatxell el,3
181,Biar,3
182,Bigastro,3
183,Bolulla,3
184,Busot,3
185,Callosa de Segura,3
186,Callosa d'en Sarrià,3
187,Calp,3
188,Campello el,3
189,Campo de Mirra/Camp de Mirra el,3
190,Cañada,3
191,Castalla,3
192,Castell de Castells,3
193,Castell de Guadalest el,3
194,Catral,3
195,Cocentaina,3
196,Confrides,3
197,Cox,3
198,Crevillent,3
199,Daya Nueva,3
200,Daya Vieja,3
201,Dénia,3
202,Dolores,3
203,Elche/Elx,3
204,Elda,3
205,Facheca,3
206,Famorca,3
207,Finestrat,3
208,Fondó de les Neus el/Hondón de las Nieves,3
209,Formentera del Segura,3
210,Gaianes,3
211,Gata de Gorgos,3
212,Gorga,3
213,Granja de Rocamora,3
214,Guardamar del Segura,3
215,Hondón de los Frailes,3
216,Ibi,3
217,Jacarilla,3
218,Jávea/Xàbia,3
219,Jijona/Xixona,3
220,Llíber,3
221,Lorcha/Orxa l',3
222,Millena,3
223,Monforte del Cid,3
224,Monóvar/Monòver,3
225,Montesinos Los,3
226,Murla,3
227,Muro de Alcoy,3
228,Mutxamel,3
229,Novelda,3
230,Nucia la,3
231,Ondara,3
232,Onil,3
233,Orba,3
234,Orihuela,3
235,Orxeta,3
236,Parcent,3
237,Pedreguer,3
238,Pego,3
239,Penàguila,3
240,Petrer,3
241,Pilar de la Horadada,3
242,Pinós el/Pinoso,3
243,Planes,3
244,Poblets els,3
245,Polop,3
246,Quatretondeta,3
247,Rafal,3
248,Ràfol d'Almúnia el,3
249,Redován,3
250,Relleu,3
251,Rojales,3
252,Romana la,3
253,Sagra,3
254,Salinas,3
255,San Fulgencio,3
256,San Isidro,3
257,San Miguel de Salinas,3
258,San Vicente del Raspeig/Sant Vicent del Raspeig,3
259,Sanet y Negrals,3
260,Sant Joan d'Alacant,3
261,Santa Pola,3
262,Sax,3
263,Sella,3
264,Senija,3
265,Tàrbena,3
266,Teulada,3
267,Tibi,3
268,Tollos,3
269,Tormos,3
270,Torremanzanas/Torre de les Maçanes la,3
271,Torrevieja,3
272,Vall d'Alcalà la,3
273,Vall de Gallinera,3
274,Vall de Laguar la,3
275,Vall d'Ebo la,3
276,Verger el,3
277,Villajoyosa/Vila Joiosa la,3
278,Villena,3
279,Xaló,3
280,Abla,4
281,Abrucena,4
282,Adra,4
283,Albánchez,4
284,Alboloduy,4
285,Albox,4
286,Alcolea,4
287,Alcóntar,4
288,Alcudia de Monteagud,4
289,Alhabia,4
290,Alhama de Almería,4
291,Alicún,4
292,Almería,4
293,Almócita,4
294,Alsodux,4
295,Antas,4
296,Arboleas,4
297,Armuña de Almanzora,4
298,Bacares,4
299,Balanegra,4
300,Bayárcal,4
301,Bayarque,4
302,Bédar,4
303,Beires,4
304,Benahadux,4
305,Benitagla,4
306,Benizalón,4
307,Bentarique,4
308,Berja,4
309,Canjáyar,4
310,Cantoria,4
311,Carboneras,4
312,Castro de Filabres,4
313,Chercos,4
314,Chirivel,4
315,Cóbdar,4
316,Cuevas del Almanzora,4
317,Dalías,4
318,Ejido El,4
319,Enix,4
320,Felix,4
321,Fines,4
322,Fiñana,4
323,Fondón,4
324,Gádor,4
325,Gallardos Los,4
326,Garrucha,4
327,Gérgal,4
328,Huécija,4
329,Huércal de Almería,4
330,Huércal-Overa,4
331,Illar,4
332,Instinción,4
333,Laroya,4
334,Láujar de Andarax,4
335,Líjar,4
336,Lubrín,4
337,Lucainena de las Torres,4
338,Lúcar,4
339,Macael,4
340,María,4
341,Mojácar,4
342,Mojonera La,4
343,Nacimiento,4
344,Níjar,4
345,Ohanes,4
346,Olula de Castro,4
347,Olula del Río,4
348,Oria,4
349,Padules,4
350,Partaloa,4
351,Paterna del Río,4
352,Pechina,4
353,Pulpí,4
354,Purchena,4
355,Rágol,4
356,Rioja,4
357,Roquetas de Mar,4
358,Santa Cruz de Marchena,4
359,Santa Fe de Mondújar,4
360,Senés,4
361,Serón,4
362,Sierro,4
363,Somontín,4
364,Sorbas,4
365,Suflí,4
366,Tabernas,4
367,Taberno,4
368,Tahal,4
369,Terque,4
370,Tíjola,4
371,Tres Villas Las,4
372,Turre,4
373,Turrillas,4
374,Uleila del Campo,4
375,Urrácal,4
376,Velefique,4
377,Vélez-Blanco,4
378,Vélez-Rubio,4
379,Vera,4
380,Viator,4
381,Vícar,4
382,Zurgena,4
383,Adanero,5
384,Adrada La,5
385,Albornos,5
386,Aldeanueva de Santa Cruz,5
387,Aldeaseca,5
388,Aldehuela La,5
389,Amavida,5
390,Arenal El,5
391,Arenas de San Pedro,5
392,Arevalillo,5
393,Arévalo,5
394,Aveinte,5
395,Avellaneda,5
396,Ávila,5
397,Barco de Ávila El,5
398,Barraco El,5
399,Barromán,5
400,Becedas,5
401,Becedillas,5
402,Bercial de Zapardiel,5
403,Berlanas Las,5
404,Bernuy-Zapardiel,5
405,Berrocalejo de Aragona,5
406,Blascomillán,5
407,Blasconuño de Matacabras,5
408,Blascosancho,5
409,Bohodón El,5
410,Bohoyo,5
411,Bonilla de la Sierra,5
412,Brabos,5
413,Bularros,5
414,Burgohondo,5
415,Cabezas de Alambre,5
416,Cabezas del Pozo,5
417,Cabezas del Villar,5
418,Cabizuela,5
419,Canales,5
420,Candeleda,5
421,Cantiveros,5
422,Cardeñosa,5
423,Carrera La,5
424,Casas del Puerto,5
425,Casasola,5
426,Casavieja,5
427,Casillas,5
428,Castellanos de Zapardiel,5
429,Cebreros,5
430,Cepeda la Mora,5
431,Chamartín,5
432,Cillán,5
433,Cisla,5
434,Colilla La,5
435,Collado de Contreras,5
436,Collado del Mirón,5
437,Constanzana,5
438,Crespos,5
439,Cuevas del Valle,5
440,Diego del Carpio,5
441,Donjimeno,5
442,Donvidas,5
443,Espinosa de los Caballeros,5
444,Flores de Ávila,5
445,Fontiveros,5
446,Fresnedilla,5
447,Fresno El,5
448,Fuente el Saúz,5
449,Fuentes de Año,5
450,Gallegos de Altamiros,5
451,Gallegos de Sobrinos,5
452,Garganta del Villar,5
453,Gavilanes,5
454,Gemuño,5
455,Gil García,5
456,Gilbuena,5
457,Gimialcón,5
458,Gotarrendura,5
459,Grandes y San Martín,5
460,Guisando,5
461,Gutierre-Muñoz,5
462,Hernansancho,5
463,Herradón de Pinares,5
464,Herreros de Suso,5
465,Higuera de las Dueñas,5
466,Hija de Dios La,5
467,Horcajada La,5
468,Horcajo de las Torres,5
469,Hornillo El,5
470,Hoyo de Pinares El,5
471,Hoyocasero,5
472,Hoyorredondo,5
473,Hoyos de Miguel Muñoz,5
474,Hoyos del Collado,5
475,Hoyos del Espino,5
476,Hurtumpascual,5
477,Junciana,5
478,Langa,5
479,Lanzahíta,5
480,Llanos de Tormes Los,5
481,Losar del Barco El,5
482,Madrigal de las Altas Torres,5
483,Maello,5
484,Malpartida de Corneja,5
485,Mamblas,5
486,Mancera de Arriba,5
487,Manjabálago y Ortigosa de Rioalmar,5
488,Marlín,5
489,Martiherrero,5
490,Martínez,5
491,Mediana de Voltoya,5
492,Medinilla,5
493,Mengamuñoz,5
494,Mesegar de Corneja,5
495,Mijares,5
496,Mingorría,5
497,Mirón El,5
498,Mironcillo,5
499,Mirueña de los Infanzones,5
500,Mombeltrán,5
501,Monsalupe,5
502,Moraleja de Matacabras,5
503,Muñana,5
504,Muñico,5
505,Muñogalindo,5
506,Muñogrande,5
507,Muñomer del Peco,5
508,Muñopepe,5
509,Muñosancho,5
510,Muñotello,5
511,Narrillos del Álamo,5
512,Narrillos del Rebollar,5
513,Narros de Saldueña,5
514,Narros del Castillo,5
515,Narros del Puerto,5
516,Nava de Arévalo,5
517,Nava del Barco,5
518,Navacepedilla de Corneja,5
519,Navadijos,5
520,Navaescurial,5
521,Navahondilla,5
522,Navalacruz,5
523,Navalmoral,5
524,Navalonguilla,5
525,Navalosa,5
526,Navalperal de Pinares,5
527,Navalperal de Tormes,5
528,Navaluenga,5
529,Navaquesera,5
530,Navarredonda de Gredos,5
531,Navarredondilla,5
532,Navarrevisca,5
533,Navas del Marqués Las,5
534,Navatalgordo,5
535,Navatejares,5
536,Neila de San Miguel,5
537,Niharra,5
538,Ojos-Albos,5
539,Orbita,5
540,Oso El,5
541,Padiernos,5
542,Pajares de Adaja,5
543,Palacios de Goda,5
544,Papatrigo,5
545,Parral El,5
546,Pascualcobo,5
547,Pedro Bernardo,5
548,Pedro-Rodríguez,5
549,Peguerinos,5
550,Peñalba de Ávila,5
551,Piedrahíta,5
552,Piedralaves,5
553,Poveda,5
554,Poyales del Hoyo,5
555,Pozanco,5
556,Pradosegar,5
557,Puerto Castilla,5
558,Rasueros,5
559,Riocabado,5
560,Riofrío,5
561,Rivilla de Barajas,5
562,Salobral,5
563,Salvadiós,5
564,San Bartolomé de Béjar,5
565,San Bartolomé de Corneja,5
566,San Bartolomé de Pinares,5
567,San Esteban de los Patos,5
568,San Esteban de Zapardiel,5
569,San Esteban del Valle,5
570,San García de Ingelmos,5
571,San Juan de Gredos,5
572,San Juan de la Encinilla,5
573,San Juan de la Nava,5
574,San Juan del Molinillo,5
575,San Juan del Olmo,5
576,San Lorenzo de Tormes,5
577,San Martín de la Vega del Alberche,5
578,San Martín del Pimpollar,5
579,San Miguel de Corneja,5
580,San Miguel de Serrezuela,5
581,San Pascual,5
582,San Pedro del Arroyo,5
583,San Vicente de Arévalo,5
584,Sanchidrián,5
585,Sanchorreja,5
586,Santa Cruz de Pinares,5
587,Santa Cruz del Valle,5
588,Santa María de los Caballeros,5
589,Santa María del Arroyo,5
590,Santa María del Berrocal,5
591,Santa María del Cubillo,5
592,Santa María del Tiétar,5
593,Santiago del Collado,5
594,Santiago del Tormes,5
595,Santo Domingo de las Posadas,5
596,Santo Tomé de Zabarcos,5
597,Serrada La,5
598,Serranillos,5
599,Sigeres,5
600,Sinlabajos,5
601,Solana de Ávila,5
602,Solana de Rioalmar,5
603,Solosancho,5
604,Sotalbo,5
605,Sotillo de la Adrada,5
606,Tiemblo El,5
607,Tiñosillos,5
608,Tolbaños,5
609,Tormellas,5
610,Tornadizos de Ávila,5
611,Torre La,5
612,Tórtoles,5
613,Umbrías,5
614,Vadillo de la Sierra,5
615,Valdecasa,5
616,Vega de Santa María,5
617,Velayos,5
618,Villaflor,5
619,Villafranca de la Sierra,5
620,Villanueva de Ávila,5
621,Villanueva de Gómez,5
622,Villanueva del Aceral,5
623,Villanueva del Campillo,5
624,Villar de Corneja,5
625,Villarejo del Valle,5
626,Villatoro,5
627,Viñegra de Moraña,5
628,Vita,5
629,Zapardiel de la Cañada,5
630,Zapardiel de la Ribera,5
631,Acedera,6
632,Aceuchal,6
633,Ahillones,6
634,Alange,6
635,Albuera La,6
636,Alburquerque,6
637,Alconchel,6
638,Alconera,6
639,Aljucén,6
640,Almendral,6
641,Almendralejo,6
642,Arroyo de San Serván,6
643,Atalaya,6
644,Azuaga,6
645,Badajoz,6
646,Barcarrota,6
647,Baterno,6
648,Benquerencia de la Serena,6
649,Berlanga,6
650,Bienvenida,6
651,Bodonal de la Sierra,6
652,Burguillos del Cerro,6
653,Cabeza del Buey,6
654,Cabeza la Vaca,6
655,Calamonte,6
656,Calera de León,6
657,Calzadilla de los Barros,6
658,Campanario,6
659,Campillo de Llerena,6
660,Capilla,6
661,Carmonita,6
662,Carrascalejo El,6
663,Casas de Don Pedro,6
664,Casas de Reina,6
665,Castilblanco,6
666,Castuera,6
667,Cheles,6
668,Codosera La,6
669,Cordobilla de Lácara,6
670,Coronada La,6
671,Corte de Peleas,6
672,Cristina,6
673,Don Álvaro,6
674,Don Benito,6
675,Entrín Bajo,6
676,Esparragalejo,6
677,Esparragosa de la Serena,6
678,Esparragosa de Lares,6
679,Feria,6
680,Fregenal de la Sierra,6
681,Fuenlabrada de los Montes,6
682,Fuente de Cantos,6
683,Fuente del Arco,6
684,Fuente del Maestre,6
685,Fuentes de León,6
686,Garbayuela,6
687,Garlitos,6
688,Garrovilla La,6
689,Granja de Torrehermosa,6
690,Guadiana del Caudillo,6
691,Guareña,6
692,Haba La,6
693,Helechosa de los Montes,6
694,Herrera del Duque,6
695,Higuera de la Serena,6
696,Higuera de Llerena,6
697,Higuera de Vargas,6
698,Higuera la Real,6
699,Hinojosa del Valle,6
700,Hornachos,6
701,Jerez de los Caballeros,6
702,Lapa La,6
703,Llera,6
704,Llerena,6
705,Lobón,6
706,Magacela,6
707,Maguilla,6
708,Malcocinado,6
709,Malpartida de la Serena,6
710,Manchita,6
711,Medellín,6
712,Medina de las Torres,6
713,Mengabril,6
714,Mérida,6
715,Mirandilla,6
716,Monesterio,6
717,Montemolín,6
718,Monterrubio de la Serena,6
719,Montijo,6
720,Morera La,6
721,Nava de Santiago La,6
722,Navalvillar de Pela,6
723,Nogales,6
724,Oliva de la Frontera,6
725,Oliva de Mérida,6
726,Olivenza,6
727,Orellana de la Sierra,6
728,Orellana la Vieja,6
729,Palomas,6
730,Parra La,6
731,Peñalsordo,6
732,Peraleda del Zaucejo,6
733,Puebla de Alcocer,6
734,Puebla de la Calzada,6
735,Puebla de la Reina,6
736,Puebla de Obando,6
737,Puebla de Sancho Pérez,6
738,Puebla del Maestre,6
739,Puebla del Prior,6
740,Pueblonuevo del Guadiana,6
741,Quintana de la Serena,6
742,Reina,6
743,Rena,6
744,Retamal de Llerena,6
745,Ribera del Fresno,6
746,Risco,6
747,Roca de la Sierra La,6
748,Salvaleón,6
749,Salvatierra de los Barros,6
750,San Pedro de Mérida,6
751,San Vicente de Alcántara,6
752,Sancti-Spíritus,6
753,Santa Amalia,6
754,Santa Marta,6
755,Santos de Maimona Los,6
756,Segura de León,6
757,Siruela,6
758,Solana de los Barros,6
759,Talarrubias,6
760,Talavera la Real,6
761,Táliga,6
762,Tamurejo,6
763,Torre de Miguel Sesmero,6
764,Torremayor,6
765,Torremejía,6
766,Trasierra,6
767,Trujillanos,6
768,Usagre,6
769,Valdecaballeros,6
770,Valdelacalzada,6
771,Valdetorres,6
772,Valencia de las Torres,6
773,Valencia del Mombuey,6
774,Valencia del Ventoso,6
775,Valle de la Serena,6
776,Valle de Matamoros,6
777,Valle de Santa Ana,6
778,Valverde de Burguillos,6
779,Valverde de Leganés,6
780,Valverde de Llerena,6
781,Valverde de Mérida,6
782,Villafranca de los Barros,6
783,Villagarcía de la Torre,6
784,Villagonzalo,6
785,Villalba de los Barros,6
786,Villanueva de la Serena,6
787,Villanueva del Fresno,6
788,Villar de Rena,6
789,Villar del Rey,6
790,Villarta de los Montes,6
791,Zafra,6
792,Zahínos,6
793,Zalamea de la Serena,6
794,Zarza La,6
795,Zarza-Capilla,6
796,Alaior,7
797,Alaró,7
798,Alcúdia,7
799,Algaida,7
800,Andratx,7
801,Ariany,7
802,Artà,7
803,Banyalbufar,7
804,Binissalem,7
805,Búger,7
806,Bunyola,7
807,Calvià,7
808,Campanet,7
809,Campos,7
810,Capdepera,7
811,Castell Es,7
812,Ciutadella de Menorca,7
813,Consell,7
814,Costitx,7
815,Deià,7
816,Eivissa,7
817,Escorca,7
818,Esporles,7
819,Estellencs,7
820,Felanitx,7
821,Ferreries,7
822,Formentera,7
823,Fornalutx,7
824,Inca,7
825,Lloret de Vistalegre,7
826,Lloseta,7
827,Llubí,7
828,Llucmajor,7
829,Manacor,7
830,Mancor de la Vall,7
831,Maó-Mahón,7
832,Maria de la Salut,7
833,Marratxí,7
834,Mercadal Es,7
835,Migjorn Gran Es,7
836,Montuïri,7
837,Muro,7
838,Palma de Mallorca,7
839,Petra,7
840,Pobla Sa,7
841,Pollença,7
842,Porreres,7
843,Puigpunyent,7
844,Salines Ses,7
845,Sant Antoni de Portmany,7
846,Sant Joan,7
847,Sant Joan de Labritja,7
848,Sant Josep de sa Talaia,7
849,Sant Llorenç des Cardassar,7
850,Sant Lluís,7
851,Santa Eugènia,7
852,Santa Eulària des Riu,7
853,Santa Margalida,7
854,Santa María del Camí,7
855,Santanyí,7
856,Selva,7
857,Sencelles,7
858,Sineu,7
859,Sóller,7
860,Son Servera,7
861,Valldemossa,7
862,Vilafranca de Bonany,7
863,Abrera,8
864,Aguilar de Segarra,8
865,Aiguafreda,8
866,Alella,8
867,Alpens,8
868,Ametlla del Vallès L',8
869,Arenys de Mar,8
870,Arenys de Munt,8
871,Argençola,8
872,Argentona,8
873,Artés,8
874,Avià,8
875,Avinyó,8
876,Avinyonet del Penedès,8
877,Badalona,8
878,Badia del Vallès,8
879,Bagà,8
880,Balenyà,8
881,Balsareny,8
882,Barberà del Vallès,8
883,Barcelona,8
884,Begues,8
885,Bellprat,8
886,Berga,8
887,Bigues i Riells,8
888,Borredà,8
889,Bruc El,8
890,Brull El,8
891,Cabanyes Les,8
892,Cabrera d'Anoia,8
893,Cabrera de Mar,8
894,Cabrils,8
895,Calaf,8
896,Calders,8
897,Caldes de Montbui,8
898,Caldes d'Estrac,8
899,Calella,8
900,Calldetenes,8
901,Callús,8
902,Calonge de Segarra,8
903,Campins,8
904,Canet de Mar,8
905,Canovelles,8
906,Cànoves i Samalús,8
907,Canyelles,8
908,Capellades,8
909,Capolat,8
910,Cardedeu,8
911,Cardona,8
912,Carme,8
913,Casserres,8
914,Castell de l'Areny,8
915,Castellar de n'Hug,8
916,Castellar del Riu,8
917,Castellar del Vallès,8
918,Castellbell i el Vilar,8
919,Castellbisbal,8
920,Castellcir,8
921,Castelldefels,8
922,Castellet i la Gornal,8
923,Castellfollit de Riubregós,8
924,Castellfollit del Boix,8
925,Castellgalí,8
926,Castellnou de Bages,8
927,Castellolí,8
928,Castellterçol,8
929,Castellví de la Marca,8
930,Castellví de Rosanes,8
931,Centelles,8
932,Cercs,8
933,Cerdanyola del Vallès,8
934,Cervelló,8
935,Collbató,8
936,Collsuspina,8
937,Copons,8
938,Corbera de Llobregat,8
939,Cornellà de Llobregat,8
940,Cubelles,8
941,Dosrius,8
942,Esparreguera,8
943,Esplugues de Llobregat,8
944,Espunyola L',8
945,Esquirol L',8
946,Estany L',8
947,Figaró-Montmany,8
948,Fígols,8
949,Fogars de la Selva,8
950,Fogars de Montclús,8
951,Folgueroles,8
952,Fonollosa,8
953,Font-rubí,8
954,Franqueses del Vallès Les,8
955,Gaià,8
956,Gallifa,8
957,Garriga La,8
958,Gavà,8
959,Gelida,8
960,Gironella,8
961,Gisclareny,8
962,Granada La,8
963,Granera,8
964,Granollers,8
965,Gualba,8
966,Guardiola de Berguedà,8
967,Gurb,8
968,Hospitalet de Llobregat L',8
969,Hostalets de Pierola Els,8
970,Igualada,8
971,Jorba,8
972,Llacuna La,8
973,Llagosta La,8
974,Lliçà d'Amunt,8
975,Lliçà de Vall,8
976,Llinars del Vallès,8
977,Lluçà,8
978,Malgrat de Mar,8
979,Malla,8
980,Manlleu,8
981,Manresa,8
982,Marganell,8
983,Martorell,8
984,Martorelles,8
985,Masies de Roda Les,8
986,Masies de Voltregà Les,8
987,Masnou El,8
988,Masquefa,8
989,Matadepera,8
990,Mataró,8
991,Mediona,8
992,Moià,8
993,Molins de Rei,8
994,Mollet del Vallès,8
995,Monistrol de Calders,8
996,Monistrol de Montserrat,8
997,Montcada i Reixac,8
998,Montclar,8
999,Montesquiu,8
1000,Montgat,8
1001,Montmajor,8
1002,Montmaneu,8
1003,Montmeló,8
1004,Montornès del Vallès,8
1005,Montseny,8
1006,Muntanyola,8
1007,Mura,8
1008,Navarcles,8
1009,Navàs,8
1010,Nou de Berguedà La,8
1011,Òdena,8
1012,Olèrdola,8
1013,Olesa de Bonesvalls,8
1014,Olesa de Montserrat,8
1015,Olivella,8
1016,Olost,8
1017,Olvan,8
1018,Orís,8
1019,Oristà,8
1020,Orpí,8
1021,Òrrius,8
1022,Pacs del Penedès,8
1023,Palafolls,8
1024,Palau-solità i Plegamans,8
1025,Pallejà,8
1026,Palma de Cervelló La,8
1027,Papiol El,8
1028,Parets del Vallès,8
1029,Perafita,8
1030,Piera,8
1031,Pineda de Mar,8
1032,Pla del Penedès El,8
1033,Pobla de Claramunt La,8
1034,Pobla de Lillet La,8
1035,Polinyà,8
1036,Pont de Vilomara i Rocafort El,8
1037,Pontons,8
1038,Prat de Llobregat El,8
1039,Prats de Lluçanès,8
1040,Prats de Rei Els,8
1041,Premià de Dalt,8
1042,Premià de Mar,8
1043,Puigdàlber,8
1044,Puig-reig,8
1045,Pujalt,8
1046,Quar La,8
1047,Rajadell,8
1048,Rellinars,8
1049,Ripollet,8
1050,Roca del Vallès La,8
1051,Roda de Ter,8
1052,Rubí,8
1053,Rubió,8
1054,Rupit i Pruit,8
1055,Sabadell,8
1056,Sagàs,8
1057,Saldes,8
1058,Sallent,8
1059,Sant Adrià de Besòs,8
1060,Sant Agustí de Lluçanès,8
1061,Sant Andreu de la Barca,8
1062,Sant Andreu de Llavaneres,8
1063,Sant Antoni de Vilamajor,8
1064,Sant Bartomeu del Grau,8
1065,Sant Boi de Llobregat,8
1066,Sant Boi de Lluçanès,8
1067,Sant Cebrià de Vallalta,8
1068,Sant Celoni,8
1069,Sant Climent de Llobregat,8
1070,Sant Cugat del Vallès,8
1071,Sant Cugat Sesgarrigues,8
1072,Sant Esteve de Palautordera,8
1073,Sant Esteve Sesrovires,8
1074,Sant Feliu de Codines,8
1075,Sant Feliu de Llobregat,8
1076,Sant Feliu Sasserra,8
1077,Sant Fost de Campsentelles,8
1078,Sant Fruitós de Bages,8
1079,Sant Hipòlit de Voltregà,8
1080,Sant Iscle de Vallalta,8
1081,Sant Jaume de Frontanyà,8
1082,Sant Joan de Vilatorrada,8
1083,Sant Joan Despí,8
1084,Sant Julià de Cerdanyola,8
1085,Sant Julià de Vilatorta,8
1086,Sant Just Desvern,8
1087,Sant Llorenç d'Hortons,8
1088,Sant Llorenç Savall,8
1089,Sant Martí d'Albars,8
1090,Sant Martí de Centelles,8
1091,Sant Martí de Tous,8
1092,Sant Martí Sarroca,8
1093,Sant Martí Sesgueioles,8
1094,Sant Mateu de Bages,8
1095,Sant Pere de Ribes,8
1096,Sant Pere de Riudebitlles,8
1097,Sant Pere de Torelló,8
1098,Sant Pere de Vilamajor,8
1099,Sant Pere Sallavinera,8
1100,Sant Pol de Mar,8
1101,Sant Quintí de Mediona,8
1102,Sant Quirze de Besora,8
1103,Sant Quirze del Vallès,8
1104,Sant Quirze Safaja,8
1105,Sant Sadurní d'Anoia,8
1106,Sant Sadurní d'Osormort,8
1107,Sant Salvador de Guardiola,8
1108,Sant Vicenç de Castellet,8
1109,Sant Vicenç de Montalt,8
1110,Sant Vicenç de Torelló,8
1111,Sant Vicenç dels Horts,8
1112,Santa Cecília de Voltregà,8
1113,Santa Coloma de Cervelló,8
1114,Santa Coloma de Gramenet,8
1115,Santa Eugènia de Berga,8
1116,Santa Eulàlia de Riuprimer,8
1117,Santa Eulàlia de Ronçana,8
1118,Santa Fe del Penedès,8
1119,Santa Margarida de Montbui,8
1120,Santa Margarida i els Monjos,8
1121,Santa Maria de Besora,8
1122,Santa Maria de Martorelles,8
1123,Santa Maria de Merlès,8
1124,Santa Maria de Miralles,8
1125,Santa Maria de Palautordera,8
1126,Santa Maria d'Oló,8
1127,Santa Perpètua de Mogoda,8
1128,Santa Susanna,8
1129,Santpedor,8
1130,Sentmenat,8
1131,Seva,8
1132,Sitges,8
1133,Sobremunt,8
1134,Sora,8
1135,Subirats,8
1136,Súria,8
1137,Tagamanent,8
1138,Talamanca,8
1139,Taradell,8
1140,Tavèrnoles,8
1141,Tavertet,8
1142,Teià,8
1143,Terrassa,8
1144,Tiana,8
1145,Tona,8
1146,Tordera,8
1147,Torelló,8
1148,Torre de Claramunt La,8
1149,Torrelavit,8
1150,Torrelles de Foix,8
